,player_name,market,line,over_under,odds,league,sport,bookmaker,implied_probability,no_vig_prob
673,Isaiah Hartenstein,player_rebounds,7.5,Under,-113,NBA,basketball_nba,Pinnacle,53.051643192488264,0.49595485619513774
674,Josh Hart,player_rebounds,12.5,Over,124,NBA,basketball_nba,Pinnacle,44.642857142857146,0.41703248463564535
675,Josh Hart,player_rebounds,12.5,Under,-166,NBA,basketball_nba,Pinnacle,62.40601503759399,0.5829675153643548
676,Mitchell Robinson,player_rebounds,6.5,Over,-116,NBA,basketball_nba,Pinnacle,53.70370370370371,0.5010044194455605
677,Mitchell Robinson,player_rebounds,6.5,Under,-115,NBA,basketball_nba,Pinnacle,53.48837209302325,0.49899558055443954
678,Tobias Harris,player_rebounds,8.5,Over,113,NBA,basketball_nba,Pinnacle,46.948356807511736,0.43832841450849586
679,Tobias Harris,player_rebounds,8.5,Under,-151,NBA,basketball_nba,Pinnacle,60.1593625498008,0.5616715854915041
680,Joel Embiid,player_rebounds,10.5,Over,-110,NBA,basketball_nba,Pinnacle,52.38095238095239,0.48987854251012153
681,Joel Embiid,player_rebounds,10.5,Under,-120,NBA,basketball_nba,Pinnacle,54.54545454545454,0.5101214574898785
682,Miles McBride,player_threes,1.5,Over,-117,NBA,basketball_nba,Pinnacle,53.91705069124424,0.5040451438048623
683,Miles McBride,player_threes,1.5,Under,-113,NBA,basketball_nba,Pinnacle,53.051643192488264,0.49595485619513774
684,Bojan Bogdanovic,player_threes,1.5,Over,-115,NBA,basketball_nba,Pinnacle,53.48837209302325,0.5
685,Bojan Bogdanovic,player_threes,1.5,Under,-115,NBA,basketball_nba,Pinnacle,53.48837209302325,0.5
686,Josh Hart,player_threes,1.5,Over,103,NBA,basketball_nba,Pinnacle,49.26108374384236,0.4593353147797892
687,Josh Hart,player_threes,1.5,Under,-138,NBA,basketball_nba,Pinnacle,57.98319327731093,0.5406646852202108
688,Jalen Brunson,player_threes,2.5,Over,117,NBA,basketball_nba,Pinnacle,46.08294930875576,0.42998879017550906
689,Jalen Brunson,player_threes,2.5,Under,-157,NBA,basketball_nba,Pinnacle,61.08949416342413,0.570011209824491
690,Donte DiVincenzo,player_threes,3.5,Over,129,NBA,basketball_nba,Pinnacle,43.66812227074236,0.4069552349241583
691,Donte DiVincenzo,player_threes,3.5,Under,-175,NBA,basketball_nba,Pinnacle,63.63636363636363,0.5930447650758416
692,OG Anunoby,player_threes,1.5,Over,102,NBA,basketball_nba,Pinnacle,49.504950495049506,0.46209273182957394
693,OG Anunoby,player_threes,1.5,Under,-136,NBA,basketball_nba,Pinnacle,57.6271186440678,0.5379072681704261
694,Kyle Lowry,player_threes,1.5,Over,-137,NBA,basketball_nba,Pinnacle,57.80590717299579,0.5399040981537925
695,Kyle Lowry,player_threes,1.5,Under,103,NBA,basketball_nba,Pinnacle,49.26108374384236,0.4600959018462076
696,Tobias Harris,player_threes,1.5,Over,122,NBA,basketball_nba,Pinnacle,45.04504504504504,0.42032862055789066
697,Tobias Harris,player_threes,1.5,Under,-164,NBA,basketball_nba,Pinnacle,62.121212121212125,0.5796713794421093
698,Joel Embiid,player_threes,1.5,Over,-146,NBA,basketball_nba,Pinnacle,59.34959349593496,0.5524668898268082
699,Joel Embiid,player_threes,1.5,Under,108,NBA,basketball_nba,Pinnacle,48.07692307692308,0.44753311017319164
700,Tyrese Maxey,player_threes,3.5,Over,132,NBA,basketball_nba,Pinnacle,43.103448275862064,0.4028270606712815
701,Tyrese Maxey,player_threes,3.5,Under,-177,NBA,basketball_nba,Pinnacle,63.898916967509024,0.5971729393287185
