,Name,Line_Category,Line,over_under,league,no_vig_prob
3221,Pavel Zacha,Assists,0.5,Over,NHL,0.0
3222,Pavel Zacha,Assists,0.5,Under,NHL,0.0
3223,Auston Matthews,Assists,0.5,Over,NHL,0.0
3224,Auston Matthews,Assists,0.5,Under,NHL,0.0
3225,Tyler Bertuzzi,Assists,0.5,Over,NHL,0.0
3226,Tyler Bertuzzi,Assists,0.5,Under,NHL,0.0
3227,Jake DeBrusk,Assists,0.5,Over,NHL,0.0
3228,Jake DeBrusk,Assists,0.5,Under,NHL,0.0
3229,Mitch Marner,Assists,0.5,Over,NHL,0.0
3230,Mitch Marner,Assists,0.5,Under,NHL,0.0
3231,Morgan Geekie,Assists,0.5,Over,NHL,0.0
3232,Morgan Geekie,Assists,0.5,Under,NHL,0.0
3251,Brad Marchand,player_shots_on_goal,2.5,Over,NHL,0.0
3252,Brad Marchand,player_shots_on_goal,2.5,Under,NHL,0.0
3253,John Tavares,player_shots_on_goal,3.5,Over,NHL,0.0
3254,John Tavares,player_shots_on_goal,3.5,Under,NHL,0.0
3255,Morgan Rielly,player_shots_on_goal,1.5,Over,NHL,0.0
3256,Morgan Rielly,player_shots_on_goal,1.5,Under,NHL,0.0
3257,David Pastrnak,player_shots_on_goal,4.5,Over,NHL,0.0
3258,David Pastrnak,player_shots_on_goal,4.5,Under,NHL,0.0
3259,Pavel Zacha,player_shots_on_goal,1.5,Over,NHL,0.0
3260,Pavel Zacha,player_shots_on_goal,1.5,Under,NHL,0.0
3261,Auston Matthews,player_shots_on_goal,4.5,Over,NHL,0.0
3262,Auston Matthews,player_shots_on_goal,4.5,Under,NHL,0.0
3263,Tyler Bertuzzi,player_shots_on_goal,2.5,Over,NHL,0.0
3264,Tyler Bertuzzi,player_shots_on_goal,2.5,Under,NHL,0.0
3265,Jake DeBrusk,player_shots_on_goal,2.5,Over,NHL,0.0
3266,Jake DeBrusk,player_shots_on_goal,2.5,Under,NHL,0.0
3267,Mitch Marner,player_shots_on_goal,2.5,Over,NHL,0.0
3268,Mitch Marner,player_shots_on_goal,2.5,Under,NHL,0.0
3299,Brent Burns,Points,0.5,Over,NHL,0.0
3300,Brent Burns,Points,0.5,Under,NHL,0.0
3301,Kyle Palmieri,Points,0.5,Over,NHL,0.0
3302,Kyle Palmieri,Points,0.5,Under,NHL,0.0
3303,Anders Lee,Points,0.5,Over,NHL,0.0
3304,Anders Lee,Points,0.5,Under,NHL,0.0
3305,Brock Nelson,Points,0.5,Over,NHL,0.0
3306,Brock Nelson,Points,0.5,Under,NHL,0.0
3307,Brady Skjei,Points,0.5,Over,NHL,0.0
3308,Brady Skjei,Points,0.5,Under,NHL,0.0
3309,Teuvo Teravainen,Points,0.5,Over,NHL,0.0
3310,Teuvo Teravainen,Points,0.5,Under,NHL,0.0
3311,Bo Horvat,Points,0.5,Over,NHL,0.0
3312,Bo Horvat,Points,0.5,Under,NHL,0.0
3313,Sebastian Aho,Points,0.5,Over,NHL,0.0
3314,Sebastian Aho,Points,0.5,Under,NHL,0.0
3315,Mathew Barzal,Points,0.5,Over,NHL,0.0
3316,Mathew Barzal,Points,0.5,Under,NHL,0.0
3317,Jake Guentzel,Points,0.5,Over,NHL,0.0
3318,Jake Guentzel,Points,0.5,Under,NHL,0.0
3319,Martin Necas,Points,0.5,Over,NHL,0.0
3320,Martin Necas,Points,0.5,Under,NHL,0.0
3321,Andrei Svechnikov,Points,0.5,Over,NHL,0.0
3322,Andrei Svechnikov,Points,0.5,Under,NHL,0.0
3323,Noah Dobson,Points,0.5,Over,NHL,0.0
3324,Noah Dobson,Points,0.5,Under,NHL,0.0
3325,Seth Jarvis,Points,0.5,Over,NHL,0.0
3326,Seth Jarvis,Points,0.5,Under,NHL,0.0
3327,Brent Burns,Assists,0.5,Over,NHL,0.0
3328,Brent Burns,Assists,0.5,Under,NHL,0.0
3329,Kyle Palmieri,Assists,0.5,Over,NHL,0.0
3330,Kyle Palmieri,Assists,0.5,Under,NHL,0.0
3331,Anders Lee,Assists,0.5,Over,NHL,0.0
3332,Anders Lee,Assists,0.5,Under,NHL,0.0
3333,Brock Nelson,Assists,0.5,Over,NHL,0.0
3334,Brock Nelson,Assists,0.5,Under,NHL,0.0
3335,Brady Skjei,Assists,0.5,Over,NHL,0.0
3336,Brady Skjei,Assists,0.5,Under,NHL,0.0
3337,Teuvo Teravainen,Assists,0.5,Over,NHL,0.0
3338,Teuvo Teravainen,Assists,0.5,Under,NHL,0.0
3339,Bo Horvat,Assists,0.5,Over,NHL,0.0
3340,Bo Horvat,Assists,0.5,Under,NHL,0.0
3341,Sebastian Aho,Assists,0.5,Over,NHL,0.0
3342,Sebastian Aho,Assists,0.5,Under,NHL,0.0
3343,Mathew Barzal,Assists,0.5,Over,NHL,0.0
3344,Mathew Barzal,Assists,0.5,Under,NHL,0.0
3345,Jake Guentzel,Assists,0.5,Over,NHL,0.0
3346,Jake Guentzel,Assists,0.5,Under,NHL,0.0
3347,Martin Necas,Assists,0.5,Over,NHL,0.0
3348,Martin Necas,Assists,0.5,Under,NHL,0.0
3349,Andrei Svechnikov,Assists,0.5,Over,NHL,0.0
3350,Andrei Svechnikov,Assists,0.5,Under,NHL,0.0
3351,Noah Dobson,Assists,0.5,Over,NHL,0.0
3352,Noah Dobson,Assists,0.5,Under,NHL,0.0
3353,Seth Jarvis,Assists,0.5,Over,NHL,0.0
3354,Seth Jarvis,Assists,0.5,Under,NHL,0.0
3383,Brent Burns,player_shots_on_goal,2.5,Over,NHL,0.0
3384,Brent Burns,player_shots_on_goal,2.5,Under,NHL,0.0
3385,Kyle Palmieri,player_shots_on_goal,2.5,Over,NHL,0.0
3386,Kyle Palmieri,player_shots_on_goal,2.5,Under,NHL,0.0
3387,Anders Lee,player_shots_on_goal,1.5,Over,NHL,0.0
3388,Anders Lee,player_shots_on_goal,1.5,Under,NHL,0.0
3389,Brock Nelson,player_shots_on_goal,2.5,Over,NHL,0.0
3390,Brock Nelson,player_shots_on_goal,2.5,Under,NHL,0.0
3391,Brady Skjei,player_shots_on_goal,2.5,Over,NHL,0.0
3392,Brady Skjei,player_shots_on_goal,2.5,Under,NHL,0.0
3393,Teuvo Teravainen,player_shots_on_goal,1.5,Over,NHL,0.0
3394,Teuvo Teravainen,player_shots_on_goal,1.5,Under,NHL,0.0
3395,Jordan Martinook,player_shots_on_goal,1.5,Over,NHL,0.0
3396,Jordan Martinook,player_shots_on_goal,1.5,Under,NHL,0.0
3397,Bo Horvat,player_shots_on_goal,2.5,Over,NHL,0.0
3398,Bo Horvat,player_shots_on_goal,2.5,Under,NHL,0.0
3399,Sebastian Aho,player_shots_on_goal,2.5,Over,NHL,0.0
3400,Sebastian Aho,player_shots_on_goal,2.5,Under,NHL,0.0
3401,Mathew Barzal,player_shots_on_goal,2.5,Over,NHL,0.0
3402,Mathew Barzal,player_shots_on_goal,2.5,Under,NHL,0.0
3403,Jake Guentzel,player_shots_on_goal,2.5,Over,NHL,0.0
3404,Jake Guentzel,player_shots_on_goal,2.5,Under,NHL,0.0
3405,Martin Necas,player_shots_on_goal,2.5,Over,NHL,0.0
3406,Martin Necas,player_shots_on_goal,2.5,Under,NHL,0.0
3407,Andrei Svechnikov,player_shots_on_goal,2.5,Over,NHL,0.0
3408,Andrei Svechnikov,player_shots_on_goal,2.5,Under,NHL,0.0
3409,Seth Jarvis,player_shots_on_goal,2.5,Over,NHL,0.0
3410,Seth Jarvis,player_shots_on_goal,2.5,Under,NHL,0.0
3447,Joe Pavelski,Points,0.5,Over,NHL,0.0
3448,Joe Pavelski,Points,0.5,Under,NHL,0.0
3449,Jamie Benn,Points,0.5,Over,NHL,0.0
3450,Jamie Benn,Points,0.5,Under,NHL,0.0
3451,Matt Duchene,Points,0.5,Over,NHL,0.0
3452,Matt Duchene,Points,0.5,Under,NHL,0.0
3453,Tyler Seguin,Points,0.5,Over,NHL,0.0
3454,Tyler Seguin,Points,0.5,Under,NHL,0.0
3455,William Karlsson,Points,0.5,Over,NHL,0.0
3456,William Karlsson,Points,0.5,Under,NHL,0.0
3457,Jonathan Marchessault,Points,0.5,Over,NHL,0.0
3458,Jonathan Marchessault,Points,0.5,Under,NHL,0.0
3459,Tomas Hertl,Points,0.5,Over,NHL,0.0
3460,Tomas Hertl,Points,0.5,Under,NHL,0.0
3461,Shea Theodore,Points,0.5,Over,NHL,0.0
3462,Shea Theodore,Points,0.5,Under,NHL,0.0
3463,Jack Eichel,Points,0.5,Over,NHL,0.0
3464,Jack Eichel,Points,0.5,Under,NHL,0.0
3465,Mason Marchment,Points,0.5,Over,NHL,0.0
3466,Mason Marchment,Points,0.5,Under,NHL,0.0
3467,Roope Hintz,Points,0.5,Over,NHL,0.0
3468,Roope Hintz,Points,0.5,Under,NHL,0.0
3469,Jason Robertson,Points,0.5,Over,NHL,0.0
3470,Jason Robertson,Points,0.5,Under,NHL,0.0
3471,Miro Heiskanen,Points,0.5,Over,NHL,0.0
3472,Miro Heiskanen,Points,0.5,Under,NHL,0.0
3473,Thomas Harley,Points,0.5,Over,NHL,0.0
3474,Thomas Harley,Points,0.5,Under,NHL,0.0
3475,Wyatt Johnston,Points,0.5,Over,NHL,0.0
3476,Wyatt Johnston,Points,0.5,Under,NHL,0.0
3477,Noah Hanifin,Points,0.5,Over,NHL,0.0
3478,Noah Hanifin,Points,0.5,Under,NHL,0.0
3479,Chandler Stephenson,Points,0.5,Over,NHL,0.0
3480,Chandler Stephenson,Points,0.5,Under,NHL,0.0
3481,Ivan Barbashev,Points,0.5,Over,NHL,0.0
3482,Ivan Barbashev,Points,0.5,Under,NHL,0.0
3483,Joe Pavelski,Assists,0.5,Over,NHL,0.0
3484,Joe Pavelski,Assists,0.5,Under,NHL,0.0
3485,Jamie Benn,Assists,0.5,Over,NHL,0.0
3486,Jamie Benn,Assists,0.5,Under,NHL,0.0
3487,Matt Duchene,Assists,0.5,Over,NHL,0.0
3488,Matt Duchene,Assists,0.5,Under,NHL,0.0
3489,Tyler Seguin,Assists,0.5,Over,NHL,0.0
3490,Tyler Seguin,Assists,0.5,Under,NHL,0.0
3491,William Karlsson,Assists,0.5,Over,NHL,0.0
3492,William Karlsson,Assists,0.5,Under,NHL,0.0
3493,Tomas Hertl,Assists,0.5,Over,NHL,0.0
3494,Tomas Hertl,Assists,0.5,Under,NHL,0.0
3495,Shea Theodore,Assists,0.5,Over,NHL,0.0
3496,Shea Theodore,Assists,0.5,Under,NHL,0.0
3497,Noah Hanifin,Assists,0.5,Over,NHL,0.0
3498,Noah Hanifin,Assists,0.5,Under,NHL,0.0
3499,Jack Eichel,Assists,0.5,Over,NHL,0.0
3500,Jack Eichel,Assists,0.5,Under,NHL,0.0
3501,Mason Marchment,Assists,0.5,Over,NHL,0.0
3502,Mason Marchment,Assists,0.5,Under,NHL,0.0
3503,Roope Hintz,Assists,0.5,Over,NHL,0.0
3504,Roope Hintz,Assists,0.5,Under,NHL,0.0
3505,Jason Robertson,Assists,0.5,Over,NHL,0.0
3506,Jason Robertson,Assists,0.5,Under,NHL,0.0
3507,Miro Heiskanen,Assists,0.5,Over,NHL,0.0
3508,Miro Heiskanen,Assists,0.5,Under,NHL,0.0
3509,Thomas Harley,Assists,0.5,Over,NHL,0.0
3510,Thomas Harley,Assists,0.5,Under,NHL,0.0
3511,Wyatt Johnston,Assists,0.5,Over,NHL,0.0
3512,Wyatt Johnston,Assists,0.5,Under,NHL,0.0
3513,Chandler Stephenson,Assists,0.5,Over,NHL,0.0
3514,Chandler Stephenson,Assists,0.5,Under,NHL,0.0
3515,Ivan Barbashev,Assists,0.5,Over,NHL,0.0
3516,Ivan Barbashev,Assists,0.5,Under,NHL,0.0
3549,Joe Pavelski,player_shots_on_goal,1.5,Over,NHL,0.0
3550,Joe Pavelski,player_shots_on_goal,1.5,Under,NHL,0.0
3551,Jamie Benn,player_shots_on_goal,2.5,Over,NHL,0.0
3552,Jamie Benn,player_shots_on_goal,2.5,Under,NHL,0.0
3553,Matt Duchene,player_shots_on_goal,1.5,Over,NHL,0.0
3554,Matt Duchene,player_shots_on_goal,1.5,Under,NHL,0.0
3555,Tyler Seguin,player_shots_on_goal,2.5,Over,NHL,0.0
3556,Tyler Seguin,player_shots_on_goal,2.5,Under,NHL,0.0
3557,William Karlsson,player_shots_on_goal,1.5,Over,NHL,0.0
3558,William Karlsson,player_shots_on_goal,1.5,Under,NHL,0.0
3559,Jonathan Marchessault,player_shots_on_goal,2.5,Over,NHL,0.0
3560,Jonathan Marchessault,player_shots_on_goal,2.5,Under,NHL,0.0
3561,Tomas Hertl,player_shots_on_goal,1.5,Over,NHL,0.0
3562,Tomas Hertl,player_shots_on_goal,1.5,Under,NHL,0.0
3563,Shea Theodore,player_shots_on_goal,1.5,Over,NHL,0.0
3564,Shea Theodore,player_shots_on_goal,1.5,Under,NHL,0.0
3565,Noah Hanifin,player_shots_on_goal,1.5,Over,NHL,0.0
3566,Noah Hanifin,player_shots_on_goal,1.5,Under,NHL,0.0
3567,Jack Eichel,player_shots_on_goal,3.5,Over,NHL,0.0
3568,Jack Eichel,player_shots_on_goal,3.5,Under,NHL,0.0
3569,Mason Marchment,player_shots_on_goal,1.5,Over,NHL,0.0
3570,Mason Marchment,player_shots_on_goal,1.5,Under,NHL,0.0
3571,Roope Hintz,player_shots_on_goal,2.5,Over,NHL,0.0
3572,Roope Hintz,player_shots_on_goal,2.5,Under,NHL,0.0
3573,Jason Robertson,player_shots_on_goal,2.5,Over,NHL,0.0
3574,Jason Robertson,player_shots_on_goal,2.5,Under,NHL,0.0
3575,Miro Heiskanen,player_shots_on_goal,2.5,Over,NHL,0.0
3576,Miro Heiskanen,player_shots_on_goal,2.5,Under,NHL,0.0
3577,Thomas Harley,player_shots_on_goal,1.5,Over,NHL,0.0
3578,Thomas Harley,player_shots_on_goal,1.5,Under,NHL,0.0
3579,Wyatt Johnston,player_shots_on_goal,2.5,Over,NHL,0.0
3580,Wyatt Johnston,player_shots_on_goal,2.5,Under,NHL,0.0
3609,Anze Kopitar,Points,0.5,Over,NHL,0.0
3610,Anze Kopitar,Points,0.5,Under,NHL,0.0
3611,Drew Doughty,Points,0.5,Over,NHL,0.0
3612,Drew Doughty,Points,0.5,Under,NHL,0.0
3613,Zach Hyman,Points,0.5,Over,NHL,0.0
3614,Zach Hyman,Points,0.5,Under,NHL,0.0
3615,Ryan Nugent-Hopkins,Points,0.5,Over,NHL,0.0
3616,Ryan Nugent-Hopkins,Points,0.5,Under,NHL,0.0
3617,Phillip Danault,Points,0.5,Over,NHL,0.0
3618,Phillip Danault,Points,0.5,Under,NHL,0.0
3619,Leon Draisaitl,Points,0.5,Over,NHL,0.0
3620,Leon Draisaitl,Points,0.5,Under,NHL,0.0
3621,Kevin Fiala,Points,0.5,Over,NHL,0.0
3622,Kevin Fiala,Points,0.5,Under,NHL,0.0
3623,Viktor Arvidsson,Points,0.5,Over,NHL,0.0
3624,Viktor Arvidsson,Points,0.5,Under,NHL,0.0
3625,Connor McDavid,Points,1.5,Over,NHL,0.0
3626,Connor McDavid,Points,1.5,Under,NHL,0.0
3627,Adrian Kempe,Points,0.5,Over,NHL,0.0
3628,Adrian Kempe,Points,0.5,Under,NHL,0.0
3629,Trevor Moore,Points,0.5,Over,NHL,0.0
3630,Trevor Moore,Points,0.5,Under,NHL,0.0
3631,Evan Bouchard,Points,0.5,Over,NHL,0.0
3632,Evan Bouchard,Points,0.5,Under,NHL,0.0
3633,Quinton Byfield,Points,0.5,Over,NHL,0.0
3634,Quinton Byfield,Points,0.5,Under,NHL,0.0
3635,Anze Kopitar,Assists,0.5,Over,NHL,0.0
3636,Anze Kopitar,Assists,0.5,Under,NHL,0.0
3637,Drew Doughty,Assists,0.5,Over,NHL,0.0
3638,Drew Doughty,Assists,0.5,Under,NHL,0.0
3639,Zach Hyman,Assists,0.5,Over,NHL,0.0
3640,Zach Hyman,Assists,0.5,Under,NHL,0.0
3641,Ryan Nugent-Hopkins,Assists,0.5,Over,NHL,0.0
3642,Ryan Nugent-Hopkins,Assists,0.5,Under,NHL,0.0
3643,Phillip Danault,Assists,0.5,Over,NHL,0.0
3644,Phillip Danault,Assists,0.5,Under,NHL,0.0
3645,Leon Draisaitl,Assists,0.5,Over,NHL,0.0
3646,Leon Draisaitl,Assists,0.5,Under,NHL,0.0
3647,Kevin Fiala,Assists,0.5,Over,NHL,0.0
3648,Kevin Fiala,Assists,0.5,Under,NHL,0.0
3649,Viktor Arvidsson,Assists,0.5,Over,NHL,0.0
3650,Viktor Arvidsson,Assists,0.5,Under,NHL,0.0
3651,Connor McDavid,Assists,0.5,Over,NHL,0.0
3652,Connor McDavid,Assists,0.5,Under,NHL,0.0
3653,Adrian Kempe,Assists,0.5,Over,NHL,0.0
3654,Adrian Kempe,Assists,0.5,Under,NHL,0.0
3655,Trevor Moore,Assists,0.5,Over,NHL,0.0
3656,Trevor Moore,Assists,0.5,Under,NHL,0.0
3657,Evan Bouchard,Assists,0.5,Over,NHL,0.0
3658,Evan Bouchard,Assists,0.5,Under,NHL,0.0
3659,Quinton Byfield,Assists,0.5,Over,NHL,0.0
3660,Quinton Byfield,Assists,0.5,Under,NHL,0.0
3685,Mattias Ekholm,player_shots_on_goal,1.5,Over,NHL,0.0
3686,Mattias Ekholm,player_shots_on_goal,1.5,Under,NHL,0.0
3687,Zach Hyman,player_shots_on_goal,3.5,Over,NHL,0.0
3688,Zach Hyman,player_shots_on_goal,3.5,Under,NHL,0.0
3689,Ryan Nugent-Hopkins,player_shots_on_goal,2.5,Over,NHL,0.0
3690,Ryan Nugent-Hopkins,player_shots_on_goal,2.5,Under,NHL,0.0
3691,Darnell Nurse,player_shots_on_goal,1.5,Over,NHL,0.0
3692,Darnell Nurse,player_shots_on_goal,1.5,Under,NHL,0.0
3693,Leon Draisaitl,player_shots_on_goal,2.5,Over,NHL,0.0
3694,Leon Draisaitl,player_shots_on_goal,2.5,Under,NHL,0.0
3695,Kevin Fiala,player_shots_on_goal,2.5,Over,NHL,0.0
3696,Kevin Fiala,player_shots_on_goal,2.5,Under,NHL,0.0
3697,Viktor Arvidsson,player_shots_on_goal,2.5,Over,NHL,0.0
3698,Viktor Arvidsson,player_shots_on_goal,2.5,Under,NHL,0.0
3699,Connor McDavid,player_shots_on_goal,3.5,Over,NHL,0.0
3700,Connor McDavid,player_shots_on_goal,3.5,Under,NHL,0.0
3701,Adrian Kempe,player_shots_on_goal,2.5,Over,NHL,0.0
3702,Adrian Kempe,player_shots_on_goal,2.5,Under,NHL,0.0
3703,Trevor Moore,player_shots_on_goal,2.5,Over,NHL,0.0
3704,Trevor Moore,player_shots_on_goal,2.5,Under,NHL,0.0
3705,Evan Bouchard,player_shots_on_goal,2.5,Over,NHL,0.0
3706,Evan Bouchard,player_shots_on_goal,2.5,Under,NHL,0.0
3707,Quinton Byfield,player_shots_on_goal,1.5,Over,NHL,0.0
3708,Quinton Byfield,player_shots_on_goal,1.5,Under,NHL,0.0
3735,Alex Ovechkin,Points,0.5,Over,NHL,0.0
3736,Alex Ovechkin,Points,0.5,Under,NHL,0.0
3737,T.J. Oshie,Points,0.5,Over,NHL,0.0
3738,T.J. Oshie,Points,0.5,Under,NHL,0.0
3739,John Carlson,Points,0.5,Over,NHL,0.0
3740,John Carlson,Points,0.5,Under,NHL,0.0
3741,Tom Wilson,Points,0.5,Over,NHL,0.0
3742,Tom Wilson,Points,0.5,Under,NHL,0.0
3743,Dylan Strome,Points,0.5,Over,NHL,0.0
3744,Dylan Strome,Points,0.5,Under,NHL,0.0
3745,Connor McMichael,Points,0.5,Over,NHL,0.0
3746,Connor McMichael,Points,0.5,Under,NHL,0.0
3747,Chris Kreider,Points,0.5,Over,NHL,0.0
3748,Chris Kreider,Points,0.5,Under,NHL,0.0
3749,Vincent Trocheck,Points,0.5,Over,NHL,0.0
3750,Vincent Trocheck,Points,0.5,Under,NHL,0.0
3751,Mika Zibanejad,Points,0.5,Over,NHL,0.0
3752,Mika Zibanejad,Points,0.5,Under,NHL,0.0
3753,Alexander Wennberg,Points,0.5,Over,NHL,0.0
3754,Alexander Wennberg,Points,0.5,Under,NHL,0.0
3755,Artemi Panarin,Points,1.5,Over,NHL,0.0
3756,Artemi Panarin,Points,1.5,Under,NHL,0.0
3757,Adam Fox,Points,0.5,Over,NHL,0.0
3758,Adam Fox,Points,0.5,Under,NHL,0.0
3759,Jack Roslovic,Points,0.5,Over,NHL,0.0
3760,Jack Roslovic,Points,0.5,Under,NHL,0.0
3761,Alexis Lafrenière,Points,0.5,Over,NHL,0.0
3762,Alexis Lafrenière,Points,0.5,Under,NHL,0.0
3763,Alex Ovechkin,Assists,0.5,Over,NHL,0.0
3764,Alex Ovechkin,Assists,0.5,Under,NHL,0.0
3765,T.J. Oshie,Assists,0.5,Over,NHL,0.0
3766,T.J. Oshie,Assists,0.5,Under,NHL,0.0
3767,John Carlson,Assists,0.5,Over,NHL,0.0
3768,John Carlson,Assists,0.5,Under,NHL,0.0
3769,Tom Wilson,Assists,0.5,Over,NHL,0.0
3770,Tom Wilson,Assists,0.5,Under,NHL,0.0
3771,Dylan Strome,Assists,0.5,Over,NHL,0.0
3772,Dylan Strome,Assists,0.5,Under,NHL,0.0
3773,Connor McMichael,Assists,0.5,Over,NHL,0.0
3774,Connor McMichael,Assists,0.5,Under,NHL,0.0
3775,Chris Kreider,Assists,0.5,Over,NHL,0.0
3776,Chris Kreider,Assists,0.5,Under,NHL,0.0
3777,Vincent Trocheck,Assists,0.5,Over,NHL,0.0
3778,Vincent Trocheck,Assists,0.5,Under,NHL,0.0
3779,Mika Zibanejad,Assists,0.5,Over,NHL,0.0
3780,Mika Zibanejad,Assists,0.5,Under,NHL,0.0
3781,Alexander Wennberg,Assists,0.5,Over,NHL,0.0
3782,Alexander Wennberg,Assists,0.5,Under,NHL,0.0
3783,Artemi Panarin,Assists,0.5,Over,NHL,0.0
3784,Artemi Panarin,Assists,0.5,Under,NHL,0.0
3785,Adam Fox,Assists,0.5,Over,NHL,0.0
3786,Adam Fox,Assists,0.5,Under,NHL,0.0
3787,Jack Roslovic,Assists,0.5,Over,NHL,0.0
3788,Jack Roslovic,Assists,0.5,Under,NHL,0.0
3789,Alexis Lafrenière,Assists,0.5,Over,NHL,0.0
3790,Alexis Lafrenière,Assists,0.5,Under,NHL,0.0
3813,Alex Ovechkin,player_shots_on_goal,2.5,Over,NHL,0.0
3814,Alex Ovechkin,player_shots_on_goal,2.5,Under,NHL,0.0
3815,T.J. Oshie,player_shots_on_goal,1.5,Over,NHL,0.0
3816,T.J. Oshie,player_shots_on_goal,1.5,Under,NHL,0.0
3817,John Carlson,player_shots_on_goal,2.5,Over,NHL,0.0
3818,John Carlson,player_shots_on_goal,2.5,Under,NHL,0.0
3819,Tom Wilson,player_shots_on_goal,1.5,Over,NHL,0.0
3820,Tom Wilson,player_shots_on_goal,1.5,Under,NHL,0.0
3821,Dylan Strome,player_shots_on_goal,1.5,Over,NHL,0.0
3822,Dylan Strome,player_shots_on_goal,1.5,Under,NHL,0.0
3823,Chris Kreider,player_shots_on_goal,2.5,Over,NHL,0.0
3824,Chris Kreider,player_shots_on_goal,2.5,Under,NHL,0.0
3825,Vincent Trocheck,player_shots_on_goal,2.5,Over,NHL,0.0
3826,Vincent Trocheck,player_shots_on_goal,2.5,Under,NHL,0.0
3827,Mika Zibanejad,player_shots_on_goal,2.5,Over,NHL,0.0
3828,Mika Zibanejad,player_shots_on_goal,2.5,Under,NHL,0.0
3829,Artemi Panarin,player_shots_on_goal,3.5,Over,NHL,0.0
3830,Artemi Panarin,player_shots_on_goal,3.5,Under,NHL,0.0
3831,Adam Fox,player_shots_on_goal,1.5,Over,NHL,0.0
3832,Adam Fox,player_shots_on_goal,1.5,Under,NHL,0.0
3833,Alexis Lafrenière,player_shots_on_goal,2.5,Over,NHL,0.0
3834,Alexis Lafrenière,player_shots_on_goal,2.5,Under,NHL,0.0
3869,Steven Stamkos,Points,0.5,Over,NHL,0.0
3870,Steven Stamkos,Points,0.5,Under,NHL,0.0
3871,Victor Hedman,Points,0.5,Over,NHL,0.0
3872,Victor Hedman,Points,0.5,Under,NHL,0.0
3873,Vladimir Tarasenko,Points,0.5,Over,NHL,0.0
3874,Vladimir Tarasenko,Points,0.5,Under,NHL,0.0
3875,Nikita Kucherov,Points,1.5,Over,NHL,0.0
3876,Nikita Kucherov,Points,1.5,Under,NHL,0.0
3877,Anthony Duclair,Points,0.5,Over,NHL,0.0
3878,Anthony Duclair,Points,0.5,Under,NHL,0.0
3879,Nicholas Paul,Points,0.5,Over,NHL,0.0
3880,Nicholas Paul,Points,0.5,Under,NHL,0.0
3881,Aleksander Barkov,Points,0.5,Over,NHL,0.0
3882,Aleksander Barkov,Points,0.5,Under,NHL,0.0
3883,Sam Reinhart,Points,0.5,Over,NHL,0.0
3884,Sam Reinhart,Points,0.5,Under,NHL,0.0
3885,Sam Bennett,Points,0.5,Over,NHL,0.0
3886,Sam Bennett,Points,0.5,Under,NHL,0.0
3887,Brayden Point,Points,0.5,Over,NHL,0.0
3888,Brayden Point,Points,0.5,Under,NHL,0.0
3889,Evan Rodrigues,Points,0.5,Over,NHL,0.0
3890,Evan Rodrigues,Points,0.5,Under,NHL,0.0
3891,Brandon Hagel,Points,0.5,Over,NHL,0.0
3892,Brandon Hagel,Points,0.5,Under,NHL,0.0
3893,Carter Verhaeghe,Points,0.5,Over,NHL,0.0
3894,Carter Verhaeghe,Points,0.5,Under,NHL,0.0
3895,Anthony Cirelli,Points,0.5,Over,NHL,0.0
3896,Anthony Cirelli,Points,0.5,Under,NHL,0.0
3897,Matthew Tkachuk,Points,0.5,Over,NHL,0.0
3898,Matthew Tkachuk,Points,0.5,Under,NHL,0.0
3899,Brandon Montour,Points,0.5,Over,NHL,0.0
3900,Brandon Montour,Points,0.5,Under,NHL,0.0
3901,Anton Lundell,Points,0.5,Over,NHL,0.0
3902,Anton Lundell,Points,0.5,Under,NHL,0.0
3903,Steven Stamkos,Assists,0.5,Over,NHL,0.0
3904,Steven Stamkos,Assists,0.5,Under,NHL,0.0
3905,Victor Hedman,Assists,0.5,Over,NHL,0.0
3906,Victor Hedman,Assists,0.5,Under,NHL,0.0
3907,Vladimir Tarasenko,Assists,0.5,Over,NHL,0.0
3908,Vladimir Tarasenko,Assists,0.5,Under,NHL,0.0
3909,Nikita Kucherov,Assists,0.5,Over,NHL,0.0
3910,Nikita Kucherov,Assists,0.5,Under,NHL,0.0
3911,Anthony Duclair,Assists,0.5,Over,NHL,0.0
3912,Anthony Duclair,Assists,0.5,Under,NHL,0.0
3913,Nicholas Paul,Assists,0.5,Over,NHL,0.0
3914,Nicholas Paul,Assists,0.5,Under,NHL,0.0
3915,Aleksander Barkov,Assists,0.5,Over,NHL,0.0
3916,Aleksander Barkov,Assists,0.5,Under,NHL,0.0
3917,Sam Reinhart,Assists,0.5,Over,NHL,0.0
3918,Sam Reinhart,Assists,0.5,Under,NHL,0.0
3919,Sam Bennett,Assists,0.5,Over,NHL,0.0
3920,Sam Bennett,Assists,0.5,Under,NHL,0.0
3921,Brayden Point,Assists,0.5,Over,NHL,0.0
3922,Brayden Point,Assists,0.5,Under,NHL,0.0
3923,Evan Rodrigues,Assists,0.5,Over,NHL,0.0
3924,Evan Rodrigues,Assists,0.5,Under,NHL,0.0
3925,Brandon Hagel,Assists,0.5,Over,NHL,0.0
3926,Brandon Hagel,Assists,0.5,Under,NHL,0.0
3927,Carter Verhaeghe,Assists,0.5,Over,NHL,0.0
3928,Carter Verhaeghe,Assists,0.5,Under,NHL,0.0
3929,Anthony Cirelli,Assists,0.5,Over,NHL,0.0
3930,Anthony Cirelli,Assists,0.5,Under,NHL,0.0
