,Sport Identifier,Match Info,Outcome,Player Name,Player Stat
863,sspz8,FLA 4 @ BOS 3 - 4/30/23 6:34PM,NT6cP,Gustav Forsling,Higher  - 2.0 Shots
864,sspz8,SEA 2 @ COL 1 - 4/30/23 9:34PM,o3o4E,Oliver Bjorkstrand,Higher  - 2.0 Shots
865,sspz8,SEA 2 @ COL 1 - 4/30/23 9:34PM,o3o4E,Jaden Schwartz,Lower  - 3.0 Shots
866,sspz8,MIA 108 @ NYK 101 - 4/30/23 1:10PM,NT6cP,Bam Adebayo,Higher  - 29.0 Pts + Rebs + Asts
867,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,NT6cP,Stephen Curry,Lower  - 12.0 Rebounds + Assists
868,sspz8,BOS 115 vs PHI 119 - 5/01/23 7:40PM,o3o4E,Jaylen Brown,Higher  - 9.0 Rebounds + Assists
869,sspz8,BOS 115 vs PHI 119 - 5/01/23 7:40PM,o3o4E,Al Horford,Higher  - 17.5 Pts + Rebs + Asts
870,sspz8,NYK 101 vs MIA 108 - 4/30/23 1:10PM,,Julius Randle,Higher  - 11.0 Rebounds + Assists
871,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,,Draymond Green,Higher  - 16.0 Points + Assists
872,sspz8,BOS 115 vs PHI 119 - 5/01/23 7:40PM,o3o4E,Al Horford,Higher  - 14.5 Points + Rebounds
873,sspz8,SAC 100 vs GSW 120 - 4/30/23 3:40PM,NT6cP,De'Aaron Fox,Higher  - 7.0 Assists
874,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,,Kevon Looney,Lower  - 4.0 Assists
875,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,,Stephen Curry,Lower  - 6.0 Assists
876,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,NT6cP,Stephen Curry,Lower  - 6.0 Rebounds
877,sspz8,SAC 100 vs GSW 120 - 4/30/23 3:40PM,o3o4E,Harrison Barnes,Lower  - 4.0 Rebounds
878,sspz8,BOS 115 vs PHI 119 - 5/01/23 7:40PM,,Al Horford,Higher  - 6.0 Rebounds
879,sspz8,NYK 101 vs MIA 108 - 4/30/23 1:10PM,NT6cP,RJ Barrett,Lower  - 5.0 Rebounds
880,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,NT6cP,Andrew Wiggins,Lower  - 6.0 Rebounds
881,sspz8,SAC 100 vs GSW 120 - 4/30/23 3:40PM,NT6cP,De'Aaron Fox,Higher  - 5.0 Rebounds
882,sspz8,MIA 108 @ NYK 101 - 4/30/23 1:10PM,NT6cP,Kevin Love,Higher  - 6.0 Rebounds
883,sspz8,NYK 101 vs MIA 108 - 4/30/23 1:10PM,NT6cP,Jalen Brunson,Lower  - 4.0 Rebounds
884,sspz8,GSW 120 @ SAC 100 - 4/30/23 3:40PM,o3o4E,Kevon Looney,Higher  - 7.0 Points
885,sspz8,OAK 2 vs CIN 3 - 4/29/23 4:07PM,o3o4E,Kyle Muller,Lower  - 4.0 Strikeouts
886,sspz8,MIL 7 vs LAA 5 - 4/29/23 7:10PM,NT6cP,Corbin Burnes,Higher  - 6.0 Strikeouts
887,sspz8,DEN 125 vs PHX 107 - 4/29/23 8:40PM,NT6cP,Aaron Gordon,Lower  - 14.0 Points
888,sspz8,NYR 0 @ NJ 4 - 4/27/23 7:34PM,o3o4E,Patrick Kane,Lower  - 3.0 Shots
889,sspz8,NYR 0 @ NJ 4 - 4/27/23 7:34PM,NT6cP,Artemi Panarin,Higher  - 2.0 Shots
890,sspz8,WPG 1 @ VGK 4 - 4/27/23 10:04PM,o3o4E,Kyle Connor,Lower  - 4.0 Shots
891,sspz8,VGK 4 vs WPG 1 - 4/27/23 10:04PM,o3o4E,Jonathan Marchessault,Lower  - 3.0 Shots
892,sspz8,CWS 5 vs TB 14 - 4/27/23 7:10PM,o3o4E,Dylan Cease,Lower  - 7.0 Strikeouts
893,sspz8,NYY 4 @ TEX 2 - 4/27/23 8:05PM,,Gerrit Cole,Lower  - 8.0 Strikeouts
894,sspz8,TEX 2 vs NYY 4 - 4/27/23 8:05PM,,Andrew Heaney,Lower  - 6.0 Strikeouts
895,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,o3o4E,Malik Monk,Higher  - 20.0 Points + Rebounds
896,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,NT6cP,Harrison Barnes,Higher  - 18.0 Points + Rebounds
897,sspz8,DEN 125 vs PHX 107 - 4/29/23 8:40PM,NT6cP,Michael Porter,Higher  - 22.5 Points + Rebounds
898,sspz8,GSW 99 vs SAC 118 - 4/28/23 8:10PM,NT6cP,Draymond Green,Higher  - 16.0 Points + Assists
899,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,NT6cP,De'Aaron Fox,Lower  - 33.0 Points + Assists
900,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,o3o4E,Malik Monk,Higher  - 20.0 Points + Assists
901,sspz8,ATL 120 vs BOS 128 - 4/27/23 8:40PM,o3o4E,Trae Young,Higher  - 36.5 Points + Assists
902,sspz8,LAL 125 vs MEM 85 - 4/28/23 10:40PM,o3o4E,D'Angelo Russell,Lower  - 6.0 Assists
903,sspz8,MEM 85 @ LAL 125 - 4/28/23 10:40PM,o3o4E,Ja Morant,Lower  - 8.0 Assists
904,sspz8,ATL 120 vs BOS 128 - 4/27/23 8:40PM,o3o4E,Trae Young,Higher  - 9.0 Assists
905,sspz8,GSW 99 vs SAC 118 - 4/28/23 8:10PM,o3o4E,Jordan Poole,Lower  - 4.0 Assists
906,sspz8,PHX 107 @ DEN 125 - 4/29/23 8:40PM,o3o4E,Devin Booker,Lower  - 5.0 Rebounds
907,sspz8,BOS 128 @ ATL 120 - 4/27/23 8:40PM,NT6cP,Jaylen Brown,Higher  - 6.0 Rebounds
908,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,,Harrison Barnes,Higher  - 4.0 Rebounds
909,sspz8,SAC 118 @ GSW 99 - 4/28/23 8:10PM,NT6cP,De'Aaron Fox,Higher  - 5.0 Rebounds
910,sspz8,BOS 128 @ ATL 120 - 4/27/23 8:40PM,o3o4E,Al Horford,Higher  - 6.0 Rebounds
911,sspz8,ATL 120 vs BOS 128 - 4/27/23 8:40PM,o3o4E,Clint Capela,Higher  - 9.0 Rebounds
912,sspz8,ATL 120 vs BOS 128 - 4/27/23 8:40PM,NT6cP,Trae Young,Lower  - 28.0 Points
913,sspz8,ARI 2 vs KC 0 - 4/26/23 3:40PM,NT6cP,Zac Gallen,Lower  - 7.0 Strikeouts
914,sspz8,LAA 11 vs OAK 3 - 4/26/23 9:38PM,o3o4E,Patrick Sandoval,Lower  - 6.0 Strikeouts
915,sspz8,MIL 6 vs DET 2 - 4/26/23 1:40PM,o3o4E,Freddy Peralta,Higher  - 7.0 Strikeouts
916,sspz8,MEM 116 vs LAL 99 - 4/26/23 7:40PM,NT6cP,Xavier Tillman,Higher  - 8.0 Rebounds
917,sspz8,MIA 128 @ MIL 126 - 4/26/23 9:40PM,o3o4E,Kevin Love,Higher  - 6.0 Rebounds
918,sspz8,GSW 123 @ SAC 116 - 4/26/23 10:10PM,o3o4E,Andrew Wiggins,Lower  - 6.0 Rebounds
919,sspz8,GSW 123 @ SAC 116 - 4/26/23 10:10PM,NT6cP,Klay Thompson,Higher  - 4.0 Rebounds
920,sspz8,SAC 116 vs GSW 123 - 4/26/23 10:10PM,o3o4E,Keegan Murray,Higher  - 5.0 Rebounds
921,sspz8,MEM 116 vs LAL 99 - 4/26/23 7:40PM,o3o4E,Xavier Tillman,Lower  - 10.5 Points
922,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,o3o4E,Julius Randle,Lower  - 8.0 Rebounds
923,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,NT6cP,Mitchell Robinson,Lower  - 6.0 Points
924,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,o3o4E,Jalen Brunson,Lower  - 6.0 Assists
925,sspz8,SAC 116 vs GSW 123 - 4/26/23 10:10PM,o3o4E,Harrison Barnes,Lower  - 15.5 Points
926,sspz8,MCI 4 vs ARS 1 - 4/26/23 3:00PM,o3o4E,Erling Haaland,Higher  - 3.5 Shots Attempted
927,sspz8,BOS 3 vs FLA 4 - 4/26/23 7:04PM,NT6cP,Patrice Bergeron,Lower  - 3.0 Shots
928,sspz8,COL 2 vs SEA 3 - 4/26/23 9:34PM,NT6cP,Artturi Lehkonen,Higher  - 2.0 Shots
929,sspz8,ATL 119 @ BOS 117 - 4/25/23 7:40PM,NT6cP,Clint Capela,Higher  - 22.0 Pts + Rebs + Asts
930,sspz8,ATL 119 @ BOS 117 - 4/25/23 7:40PM,o3o4E,Bogdan Bogdanovic,Higher  - 23.0 Pts + Rebs + Asts
931,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,o3o4E,Derrick White,Higher  - 24.0 Pts + Rebs + Asts
932,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,NT6cP,Marcus Smart,Higher  - 21.5 Pts + Rebs + Asts
933,sspz8,LAC 130 @ PHX 136 - 4/25/23 10:10PM,o3o4E,Russell Westbrook,Lower  - 42.5 Pts + Rebs + Asts
934,sspz8,ATL 119 @ BOS 117 - 4/25/23 7:40PM,NT6cP,Onyeka Okongwu,Higher  - 6.0 Rebounds
935,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,o3o4E,Robert Williams,Lower  - 8.0 Rebounds
936,sspz8,LAC 130 @ PHX 136 - 4/25/23 10:10PM,,Terance Mann,Higher  - 10.0 Points
937,sspz8,DEN 112 vs MIN 109 - 4/25/23 9:10PM,NT6cP,Bruce Brown,Lower  - 11.0 Points
938,sspz8,DEN 112 vs MIN 109 - 4/25/23 9:10PM,NT6cP,Nikola Jokic,Lower  - 25.5 Points
939,sspz8,LAC 130 @ PHX 136 - 4/25/23 10:10PM,NT6cP,Eric Gordon,Higher  - 13.0 Points
940,sspz8,ATL 119 @ BOS 117 - 4/25/23 7:40PM,NT6cP,Bogdan Bogdanovic,Lower  - 17.0 Points
941,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,NT6cP,Robert Williams,Lower  - 8.0 Points
942,sspz8,MIN 109 @ DEN 112 - 4/25/23 9:10PM,o3o4E,Anthony Edwards,Higher  - 28.0 Points
943,sspz8,DAL 4 vs MIN 0 - 4/25/23 8:04PM,NT6cP,Tyler Seguin,Lower  - 3.0 Shots
944,sspz8,EDM 6 vs LA 3 - 4/25/23 9:34PM,o3o4E,Connor McDavid,Lower  - 4.5 Shots
945,sspz8,LA 3 @ EDM 6 - 4/25/23 9:34PM,o3o4E,Trevor Moore,Lower  - 3.0 Shots
946,sspz8,CAR 2 vs NYI 3 - 4/25/23 7:04PM,,Brady Skjei,Higher  - 2.0 Shots
947,sspz8,MIN 0 @ DAL 4 - 4/25/23 8:04PM,o3o4E,Mats Zuccarello,Higher  - 2.0 Shots
948,sspz8,DAL 4 vs MIN 0 - 4/25/23 8:04PM,o3o4E,Jamie Benn,Higher  - 2.0 Shots
949,sspz8,MCI 4 vs ARS 1 - 4/26/23 3:00PM,o3o4E,Kevin De Bruyne,Higher  - 2.0 Shots Attempted
950,sspz8,ARS 1 @ MCI 4 - 4/26/23 3:00PM,NT6cP,Bukayo Saka,Higher  - 1.5 Shots Attempted
951,sspz8,MCI 4 vs ARS 1 - 4/26/23 3:00PM,NT6cP,Jack Grealish,Higher  - 1.5 Shots Attempted
952,sspz8,MCI 4 vs ARS 1 - 4/26/23 3:00PM,o3o4E,Erling Haaland,Higher  - 3.0 Shots Attempted
953,sspz8,MCI 4 vs ARS 1 - 4/26/23 3:00PM,NT6cP,Ilkay Gundogan,Higher  - 1.5 Shots Attempted
954,sspz8,DEN 112 vs MIN 109 - 4/25/23 9:10PM,NT6cP,Jamal Murray,Higher  - 6.0 Assists
955,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,o3o4E,Jalen Brunson,Lower  - 6.0 Assists
956,sspz8,GSW 123 @ SAC 116 - 4/26/23 10:10PM,o3o4E,Andrew Wiggins,Lower  - 6.0 Rebounds
957,sspz8,DEN 112 vs MIN 109 - 4/25/23 9:10PM,NT6cP,Bruce Brown,Lower  - 4.0 Rebounds
958,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,o3o4E,Mitchell Robinson,Higher  - 9.0 Rebounds
959,sspz8,NYK 106 @ CLE 95 - 4/26/23 7:10PM,o3o4E,Julius Randle,Lower  - 8.0 Rebounds
960,sspz8,ATL 119 @ BOS 117 - 4/25/23 7:40PM,o3o4E,Trae Young,Higher  - 42.0 Pts + Rebs + Asts
961,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,o3o4E,Derrick White,Higher  - 23.5 Pts + Rebs + Asts
962,sspz8,BOS 117 vs ATL 119 - 4/25/23 7:40PM,o3o4E,Jayson Tatum,Lower  - 10.0 Rebounds
963,sspz8,CWS 2 @ TOR 5 - 4/24/23 7:07PM,o3o4E,Lance Lynn,Lower  - 6.0 Strikeouts
964,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,o3o4E,Grayson Allen,Lower  - 12.0 Points + Assists
965,sspz8,MIA 119 vs MIL 114 - 4/24/23 7:40PM,o3o4E,Gabe Vincent,Lower  - 14.0 Points + Rebounds
966,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,o3o4E,Brook Lopez,Higher  - 20.0 Points + Rebounds
967,sspz8,ARI 5 vs KC 4 - 4/24/23 9:40PM,NT6cP,Tommy Henry,Higher  - 4.0 Strikeouts
968,sspz8,ATL 11 vs MIA 0 - 4/24/23 7:20PM,NT6cP,Spencer Strider,Lower  - 9.0 Strikeouts
969,sspz8,NYY 1 @ MIN 6 - 4/24/23 7:40PM,NT6cP,Jhony Brito,Higher  - 4.0 Strikeouts
970,sspz8,TOR 5 @ TB 4 - 4/24/23 7:34PM,o3o4E,Auston Matthews,Higher  - 4.0 Shots
971,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,o3o4E,Jrue Holiday,Lower  - 13.0 Rebounds + Assists
972,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,o3o4E,LeBron James,Higher  - 15.0 Rebounds + Assists
973,sspz8,MEM 111 @ LAL 117 - 4/24/23 10:10PM,NT6cP,Desmond Bane,Lower  - 9.0 Rebounds + Assists
974,sspz8,PHX 136 vs LAC 130 - 4/25/23 10:10PM,o3o4E,Kevin Durant,Lower  - 13.0 Rebounds + Assists
975,sspz8,PHX 136 vs LAC 130 - 4/25/23 10:10PM,NT6cP,Devin Booker,Lower  - 11.0 Rebounds + Assists
976,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Grayson Allen,Higher  - 15.0 Pts + Rebs + Asts
977,sspz8,MIA 119 vs MIL 114 - 4/24/23 7:40PM,NT6cP,Gabe Vincent,Lower  - 17.0 Pts + Rebs + Asts
978,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Giannis Antetokounmpo,Lower  - 43.0 Pts + Rebs + Asts
979,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,NT6cP,D'Angelo Russell,Higher  - 24.5 Pts + Rebs + Asts
980,sspz8,PHX 136 vs LAC 130 - 4/25/23 10:10PM,NT6cP,Chris Paul,Higher  - 9.0 Assists
981,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Khris Middleton,Lower  - 6.0 Assists
982,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,o3o4E,Jrue Holiday,Lower  - 8.0 Assists
983,sspz8,MEM 111 @ LAL 117 - 4/24/23 10:10PM,o3o4E,Jaren Jackson Jr.,Higher  - 7.0 Rebounds
984,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,,Austin Reaves,Lower  - 4.0 Rebounds
985,sspz8,PHX 136 vs LAC 130 - 4/25/23 10:10PM,,Deandre Ayton,Lower  - 11.0 Rebounds
986,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Grayson Allen,Higher  - 10.0 Points
987,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Giannis Antetokounmpo,Higher  - 11.0 Rebounds
988,sspz8,MIA 119 vs MIL 114 - 4/24/23 7:40PM,o3o4E,Max Strus,Lower  - 4.0 Rebounds
989,sspz8,MIA 119 vs MIL 114 - 4/24/23 7:40PM,NT6cP,Bam Adebayo,Higher  - 9.0 Rebounds
990,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,NT6cP,Jarred Vanderbilt,Lower  - 5.0 Points
991,sspz8,NJ 3 @ NYR 1 - 4/24/23 7:04PM,NT6cP,Jesper Bratt,Higher  - 2.0 Shots
992,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,NT6cP,Jrue Holiday,Higher  - 13.0 Rebounds + Assists
993,sspz8,MIL 114 @ MIA 119 - 4/24/23 7:40PM,o3o4E,Brook Lopez,Higher  - 21.5 Pts + Rebs + Asts
994,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,o3o4E,Austin Reaves,Higher  - 8.0 Rebounds + Assists
995,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,o3o4E,LeBron James,Higher  - 15.0 Rebounds + Assists
996,sspz8,LAL 117 vs MEM 111 - 4/24/23 10:10PM,NT6cP,Jarred Vanderbilt,Lower  - 5.0 Points
997,sspz8,MEM 111 @ LAL 117 - 4/24/23 10:10PM,o3o4E,Jaren Jackson Jr.,Higher  - 7.0 Rebounds
998,sspz8,MEM 111 @ LAL 117 - 4/24/23 10:10PM,,Xavier Tillman,Higher  - 8.0 Rebounds
999,sspz8,MEM 111 @ LAL 117 - 4/24/23 10:10PM,o3o4E,Ja Morant,Lower  - 7.0 Rebounds
1000,sspz8,PHX 136 vs LAC 130 - 4/25/23 10:10PM,NT6cP,Chris Paul,Higher  - 9.0 Assists
1001,sspz8,SAC 125 @ GSW 126 - 4/23/23 3:40PM,o3o4E,De'Aaron Fox,Higher  - 11.0 Rebounds + Assists
1002,sspz8,STL 7 @ SEA 3 - 4/23/23 4:10PM,o3o4E,Jack Flaherty,Higher  - 5.0 Strikeouts
1003,sspz8,ATL 121 vs BOS 129 - 4/23/23 7:10PM,NT6cP,Dejounte Murray,Lower  - 11.0 Rebounds + Assists
1004,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,NT6cP,Jordan Poole,Lower  - 24.5 Pts + Rebs + Asts
1005,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,o3o4E,Donte DiVincenzo,Lower  - 6.5 Points
1006,sspz8,KC 3 @ LAA 4 - 4/23/23 4:07PM,NT6cP,Jordan Lyles,Lower  - 4.5 Strikeouts
1007,sspz8,CHC 3 vs LAD 7 - 4/23/23 2:20PM,NT6cP,Luis Torrens,Higher  - 0.5 Hits
1008,sspz8,SD 7 @ ARI 5 - 4/23/23 4:10PM,o3o4E,Juan Soto,Higher  - 0.5 Runs
1009,sspz8,MIN 3 vs WSH 1 - 4/23/23 2:10PM,o3o4E,Bailey Ober,Lower  - 5.0 Strikeouts
1010,sspz8,LAD 7 @ CHC 3 - 4/23/23 2:20PM,o3o4E,Mookie Betts,Higher  - 0.5 Runs
1011,sspz8,TEX 5 vs OAK 2 - 4/23/23 2:35PM,NT6cP,Bubba Thompson,Higher  - 0.5 Hits
1012,sspz8,ATL 121 vs BOS 129 - 4/23/23 7:10PM,NT6cP,Trae Young,Lower  - 12.0 Rebounds + Assists
1013,sspz8,DAL 3 @ MIN 2 - 4/23/23 6:34PM,o3o4E,Jason Robertson,Lower  - 4.0 Shots
1014,sspz8,LA 4 vs EDM 5 - 4/23/23 9:04PM,NT6cP,Trevor Moore,Lower  - 3.0 Shots
1015,sspz8,NYI 2 vs CAR 5 - 4/23/23 1:04PM,o3o4E,Brock Nelson,Higher  - 2.0 Shots
1016,sspz8,CAR 5 @ NYI 2 - 4/23/23 1:04PM,,Sebastian Aho,Lower  - 3.0 Shots
1017,sspz8,NYI 2 vs CAR 5 - 4/23/23 1:04PM,,Noah Dobson,Higher  - 2.0 Shots
1018,sspz8,BOS 6 @ FLA 2 - 4/23/23 3:34PM,o3o4E,David Pastrnak,Lower  - 5.0 Shots
1019,sspz8,FLA 2 vs BOS 6 - 4/23/23 3:34PM,NT6cP,Matthew Tkachuk,Lower  - 4.0 Shots
1020,sspz8,TOR 5 @ NYY 1 - 4/23/23 1:35PM,o3o4E,Kevin Gausman,Higher  - 6.0 Strikeouts
1021,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,o3o4E,Klay Thompson,Higher  - 29.5 Pts + Rebs + Asts
1022,sspz8,BOS 129 @ ATL 121 - 4/23/23 7:10PM,NT6cP,Derrick White,Higher  - 4.0 Assists
1023,sspz8,NYK 102 vs CLE 93 - 4/23/23 1:10PM,,Jalen Brunson,Lower  - 6.0 Assists
1024,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,,Draymond Green,Higher  - 7.0 Assists
1025,sspz8,ATL 121 vs BOS 129 - 4/23/23 7:10PM,NT6cP,Clint Capela,Higher  - 10.0 Rebounds
1026,sspz8,BOS 129 @ ATL 121 - 4/23/23 7:10PM,o3o4E,Jayson Tatum,Lower  - 10.0 Rebounds
1027,sspz8,MIN 114 vs DEN 108 - 4/23/23 9:40PM,o3o4E,Anthony Edwards,Higher  - 5.0 Rebounds
1028,sspz8,CLE 93 @ NYK 102 - 4/23/23 1:10PM,o3o4E,Donovan Mitchell,Lower  - 5.0 Rebounds
1029,sspz8,SAC 125 @ GSW 126 - 4/23/23 3:40PM,NT6cP,Davion Mitchell,Lower  - 6.0 Points
1030,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,NT6cP,Andrew Wiggins,Lower  - 6.0 Rebounds
1031,sspz8,ATL 121 vs BOS 129 - 4/23/23 7:10PM,o3o4E,Jalen Johnson,Lower  - 5.0 Points
1032,sspz8,DEN 108 @ MIN 114 - 4/23/23 9:40PM,NT6cP,Nikola Jokic,Lower  - 23.0 Points
1033,sspz8,CLE 93 @ NYK 102 - 4/23/23 1:10PM,NT6cP,Donovan Mitchell,Higher  - 10.0 Rebounds + Assists
1034,sspz8,NYK 102 vs CLE 93 - 4/23/23 1:10PM,NT6cP,RJ Barrett,Higher  - 7.0 Rebounds + Assists
1035,sspz8,SAC 125 @ GSW 126 - 4/23/23 3:40PM,NT6cP,Domantas Sabonis,Higher  - 19.0 Rebounds + Assists
1036,sspz8,BOS 129 @ ATL 121 - 4/23/23 7:10PM,o3o4E,Marcus Smart,Lower  - 6.0 Assists
1037,sspz8,BOS 129 @ ATL 121 - 4/23/23 7:10PM,,Jayson Tatum,Higher  - 4.0 Assists
1038,sspz8,CLE 93 @ NYK 102 - 4/23/23 1:10PM,o3o4E,Evan Mobley,Lower  - 14.0 Points
1039,sspz8,NYK 102 vs CLE 93 - 4/23/23 1:10PM,,Jalen Brunson,Lower  - 6.0 Assists
1040,sspz8,NYK 102 vs CLE 93 - 4/23/23 1:10PM,o3o4E,RJ Barrett,Higher  - 16.5 Points
1041,sspz8,BOS 129 @ ATL 121 - 4/23/23 7:10PM,NT6cP,Derrick White,Higher  - 4.0 Assists
1042,sspz8,MIN 114 vs DEN 108 - 4/23/23 9:40PM,o3o4E,Anthony Edwards,Higher  - 5.0 Rebounds
1043,sspz8,LAL 111 vs MEM 101 - 4/22/23 10:10PM,NT6cP,Rui Hachimura,Lower  - 13.5 Points
1044,sspz8,LAL 111 vs MEM 101 - 4/22/23 10:10PM,NT6cP,LeBron James,Higher  - 37.5 Points + Rebounds
1045,sspz8,TOT 1 @ NEW 6 - 4/23/23 9:00AM,NT6cP,Pierre-Emile Hojbjerg,Higher  - 0.5 Shots Attempted
1046,sspz8,LAC 100 vs PHX 112 - 4/22/23 3:40PM,NT6cP,Russell Westbrook,Lower  - 31.5 Points + Rebounds
1047,sspz8,MIL 99 @ MIA 121 - 4/22/23 7:40PM,NT6cP,Jrue Holiday,Lower  - 23.0 Points + Rebounds
1048,sspz8,MEM 101 @ LAL 111 - 4/22/23 10:10PM,,Desmond Bane,Higher  - 5.0 Rebounds
1049,sspz8,LAC 100 vs PHX 112 - 4/22/23 3:40PM,o3o4E,Nicolas Batum,Lower  - 5.5 Points
1050,sspz8,PHX 112 @ LAC 100 - 4/22/23 3:40PM,,Josh Okogie,Higher  - 6.0 Points
1051,sspz8,MEM 101 @ LAL 111 - 4/22/23 10:10PM,NT6cP,Desmond Bane,Higher  - 23.0 Points
1052,sspz8,ATL 121 vs BOS 129 - 4/23/23 7:10PM,,Clint Capela,Lower  - 10.0 Points
1053,sspz8,LAC 100 vs PHX 112 - 4/22/23 3:40PM,NT6cP,Terance Mann,Lower  - 10.0 Points
1054,sspz8,BAL 5 vs DET 1 - 4/22/23 7:05PM,o3o4E,Kyle Gibson,Higher  - 4.5 Strikeouts
1055,sspz8,DET 1 @ BAL 5 - 4/22/23 7:05PM,,Joey Wentz,Higher  - 4.0 Strikeouts
1056,sspz8,LAC 100 vs PHX 112 - 4/22/23 3:40PM,o3o4E,Russell Westbrook,Lower  - 9.5 Assists
1057,sspz8,TOT 1 @ NEW 6 - 4/23/23 9:00AM,o3o4E,Ivan Perišić,Higher  - 0.5 Shots Attempted
1058,sspz8,NEW 6 vs TOT 1 - 4/23/23 9:00AM,o3o4E,Joe Willock,Higher  - 1.5 Shots Attempted
1059,sspz8,TOT 1 @ NEW 6 - 4/23/23 9:00AM,o3o4E,Heung Min Son,Higher  - 1.5 Shots Attempted
1060,sspz8,PHX 112 @ LAC 100 - 4/22/23 3:40PM,o3o4E,Kevin Durant,Higher  - 40.5 Pts + Rebs + Asts
1061,sspz8,PHX 112 @ LAC 100 - 4/22/23 3:40PM,NT6cP,Chris Paul,Higher  - 14.0 Rebounds + Assists
1062,sspz8,LAL 111 vs MEM 101 - 4/22/23 10:10PM,NT6cP,D'Angelo Russell,Lower  - 9.0 Rebounds + Assists
1063,sspz8,SAC 125 @ GSW 126 - 4/23/23 3:40PM,NT6cP,Harrison Barnes,Higher  - 21.0 Pts + Rebs + Asts
1064,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,,Draymond Green,Higher  - 7.0 Assists
1065,sspz8,PHI 96 @ BKN 88 - 4/22/23 1:10PM,NT6cP,James Harden,Lower  - 9.0 Assists
1066,sspz8,LAC 100 vs PHX 112 - 4/22/23 3:40PM,NT6cP,Russell Westbrook,Higher  - 9.0 Assists
1067,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,NT6cP,Klay Thompson,Higher  - 4.0 Rebounds
1068,sspz8,PHX 112 @ LAC 100 - 4/22/23 3:40PM,,Chris Paul,Lower  - 9.0 Assists
1069,sspz8,PHX 112 @ LAC 100 - 4/22/23 3:40PM,NT6cP,Devin Booker,Lower  - 5.0 Assists
1070,sspz8,MIA 121 vs MIL 99 - 4/22/23 7:40PM,o3o4E,Bam Adebayo,Higher  - 9.0 Rebounds
1071,sspz8,LAL 111 vs MEM 101 - 4/22/23 10:10PM,,LeBron James,Higher  - 9.0 Rebounds
1072,sspz8,MEM 101 @ LAL 111 - 4/22/23 10:10PM,o3o4E,Jaren Jackson Jr.,Lower  - 8.0 Rebounds
1073,sspz8,GSW 126 vs SAC 125 - 4/23/23 3:40PM,o3o4E,Kevon Looney,Higher  - 10.0 Rebounds
1074,sspz8,MIL 99 @ MIA 121 - 4/22/23 7:40PM,,Khris Middleton,Higher  - 5.0 Rebounds
1075,sspz8,BKN 88 vs PHI 96 - 4/22/23 1:10PM,o3o4E,Nic Claxton,Higher  - 9.0 Rebounds
